,Recency,Frequency,AOV,PredictedLTV,Segment
3820,266,1,108.5,106.42954,Low
3821,77,1,621.66,627.98883,Mid-Low
3822,110,2,356.145,725.1206,Mid-High
3823,363,1,101.55,102.392525,Low
3824,26,10,256.288,2608.2002,High
3825,209,3,336.13,1017.1572,Mid-High
3826,55,1,133.06,137.9159,Low
3827,51,4,449.375,1802.3663,High
3828,128,1,868.49,856.4646,Mid-High
3829,11,1,166.08,175.93066,Low
3830,2,10,394.5,3954.5933,High
3831,15,12,405.6433333333334,4827.529,High
3832,27,4,301.89,1216.2928,Mid-High
3833,267,1,117.55,109.79598,Low
3834,1,7,376.99142857142857,2569.5864,High
3835,63,5,334.938,1651.9779,High
3836,16,2,297.71,594.54504,Mid-Low
3837,7,12,249.955,2989.8967,High
3838,131,1,196.0,194.6282,Low
3839,16,7,257.55857142857144,1843.8788,High
3840,9,2,302.32,604.86035,Mid-Low
3841,56,1,409.08,419.9411,Mid-Low
3842,56,5,411.10200000000003,2054.5269,High
3843,28,1,161.85,163.89009,Low
3844,33,7,486.67428571428576,3485.8496,High
3845,218,1,205.7,202.56818,Low
3846,6,4,393.1775,1578.1989,Mid-High
3847,40,2,1589.085,3174.646,High
3848,57,5,303.33000000000004,1515.7721,Mid-High
3849,64,2,275.52,572.2271,Mid-Low
3850,9,29,659.4724137931034,19125.422,High
3851,48,5,208.016,1031.9224,Mid-High
3852,18,28,559.2524999999999,15671.702,High
3853,254,1,298.11,297.16922,Low
3854,43,2,996.0550000000001,1956.0531,High
3855,14,1,184.4,185.92635,Low
3856,105,5,379.87,1908.7662,High
3857,34,1,239.41,242.4331,Low
3858,7,7,455.9328571428572,3151.8938,High
3859,71,6,851.6816666666667,5133.825,High
3860,20,15,317.19666666666666,4822.9287,High
3861,348,2,145.20000000000002,303.55472,Low
3862,117,4,185.23499999999999,744.0106,Mid-High
3863,127,1,200.47,199.71635,Low
3864,132,1,283.12,288.84888,Low
3865,122,2,382.67,772.0797,Mid-High
3866,28,8,285.71375,2256.8171,High
3867,226,1,338.95,338.17435,Mid-Low
3868,251,1,154.95,158.08684,Low
3869,7,4,633.66,2257.8215,High
3870,243,1,417.95,417.1648,Mid-Low
3871,20,4,456.0925,1835.0897,High
3872,25,3,266.24666666666667,755.4679,Mid-High
3873,159,2,442.595,887.04364,Mid-High
3874,20,8,200.69,1625.9362,High
3875,34,16,608.040625,9680.041,High
3876,175,2,76.2,153.08739,Low
3877,178,2,133.54,272.38275,Low
3878,160,1,137.45,137.42538,Low
3879,1,2,192.55,377.50427,Mid-Low
3880,35,1,522.91,518.39545,Mid-Low
3881,311,1,153.0,155.72522,Low
3882,191,1,326.4,329.68887,Mid-Low
3883,13,11,514.180909090909,5593.0903,High
3884,222,1,139.35,137.42538,Low
3885,28,15,359.736,5393.6147,High
3886,16,4,298.985,1211.2732,Mid-High
3887,86,4,606.01,2372.48,High
3888,117,6,546.0666666666667,3259.601,High
3889,61,3,344.3333333333333,1021.6246,Mid-High
3890,6,11,312.64363636363635,3417.2214,High
3891,5,1,1060.25,1022.5876,Mid-High
3892,56,2,1144.08,2281.519,High
3893,19,12,386.315,4689.141,High
3894,69,4,310.0275,1241.5499,Mid-High
3895,363,1,303.97,304.21854,Low
3896,29,2,346.095,696.218,Mid-High
3897,44,3,233.54333333333332,710.2102,Mid-High
3898,27,18,678.69,12973.497,High
3899,33,2,173.72,332.87643,Mid-Low
3900,48,1,87.39,75.76505,Low
3901,9,4,469.7625,1840.5317,High
3902,2,7,398.7642857142857,2758.0767,High
3903,103,2,177.555,351.03308,Mid-Low
3904,16,5,318.404,1621.541,High
3905,230,1,110.25,107.22698,Low
3906,103,1,71.4,67.71482,Low
3907,168,2,337.26,691.7506,Mid-High
3908,26,8,210.53125,1682.1204,High
3909,349,1,80.64,73.616425,Low
3910,28,4,392.8175,1589.764,Mid-High
3911,4,28,185.31214285714285,5245.6147,High
3912,9,8,432.08750000000003,3348.6785,High
3913,7,3,278.33,817.0916,Mid-High
3914,12,2,143.795,277.2711,Low
3915,23,1,712.78,742.5869,Mid-High
3916,253,1,15.0,14.534988,Low
3917,41,2,409.40999999999997,768.78284,Mid-High
3918,149,3,123.96,387.6254,Mid-Low
3919,5,1,271.2,279.08066,Low
3920,23,2,705.665,1359.8206,Mid-High
3921,3,10,399.798,3992.8066,High
3922,189,5,228.654,1125.4587,Mid-High
3923,47,2,122.905,250.22925,Low
3924,1,2,91.385,189.44478,Low
3925,87,4,306.3525,1224.9293,Mid-High
3926,245,1,56.4,55.96367,Low
3927,15,3,221.95333333333335,675.2807,Mid-High
3928,11,3,219.52333333333334,662.0824,Mid-High
3929,149,2,94.01,192.30865,Low
3930,62,2,141.735,278.85568,Low
3931,43,1,131.94,137.9159,Low
3932,75,2,139.37,276.8984,Low
3933,143,4,466.2975,1849.7815,High
3934,64,2,558.95,1128.1229,Mid-High
3935,271,1,225.9,222.09343,Low
3936,17,14,140.39642857142857,2241.5818,High
3937,20,1,106.1,101.37376,Low
3938,15,1,323.04,325.1129,Mid-Low
3939,170,2,175.195,332.3859,Mid-Low
3940,30,4,174.475,691.2402,Mid-High
3941,12,3,260.1433333333333,752.8662,Mid-High
3942,12,10,305.59299999999996,3051.1218,High
3943,27,9,133.22333333333333,1217.6597,Mid-High
3944,72,3,428.34666666666664,1317.1307,Mid-High
3945,64,1,512.31,523.6659,Mid-Low
3946,1,1,546.04,560.54486,Mid-Low
3947,6,12,450.9925,5377.8403,High
3948,1,37,203.0581081081081,6976.606,High
3949,3,4,183.04,742.4285,Mid-High
3950,4,5,354.176,1815.6244,High
3951,27,4,9.14,45.32879,Low
3952,267,2,134.85,272.38275,Low
3953,62,7,529.2671428571429,3731.3296,High
3954,41,1,298.4,297.72565,Low
3955,232,4,395.9525,1613.6699,High
3956,13,4,455.0225,1835.4146,High
3957,289,1,889.24,895.4427,Mid-High
3958,252,2,143.82500000000002,278.36514,Low
3959,23,1,35.400000000000006,38.58006,Low
3960,40,1,155.37,158.57735,Low
3961,13,1,109.84,106.132866,Low
3962,37,1,110.21000000000001,107.7175,Low
3963,32,8,199.1725,1633.7267,High
3964,17,5,555.86,2825.3252,High
3965,32,1,338.8,338.73077,Mid-Low
3966,3,119,316.47092436974793,37678.426,High
3967,293,1,205.48,202.56818,Low
3968,97,1,51.559999999999995,50.212044,Low
3969,75,1,2033.1,1958.0785,High
3970,71,9,100.13333333333333,888.52686,Mid-High
3971,208,4,151.45000000000002,583.2878,Mid-Low
3972,362,34,158.565,5384.261,High
3973,2,2,57.17,103.66962,Low
3974,175,2,155.63,310.5923,Mid-Low
3975,363,1,208.97,204.51787,Low
3976,223,3,380.8766666666667,1130.204,Mid-High
3977,7,21,1138.0685714285714,23920.188,High
3978,44,11,399.2672727272727,4364.3774,High
3979,295,1,148.21,151.41983,Low
3980,359,1,252.8,249.42259,Low
3981,14,7,237.46,1716.8702,High
3982,314,1,330.9,331.7072,Mid-Low
3983,49,6,526.6666666666666,3093.1404,High
3984,3,3,199.16666666666666,615.5049,Mid-Low
3985,21,20,526.316,10545.378,High
3986,133,1,329.65,331.7072,Mid-Low
3987,20,6,199.51666666666668,1200.0374,Mid-High
3988,97,5,85.636,371.19092,Mid-Low
3989,5,11,148.13090909090909,1637.3029,High
3990,195,1,155.9,158.08684,Low
3991,70,5,371.832,1887.5596,High
3992,175,6,113.91000000000001,685.4959,Mid-High
3993,160,1,237.61,238.49579,Low
3994,34,1,379.45,381.51013,Mid-Low
3995,164,1,178.51999999999998,182.40863,Low
3996,355,1,458.92,455.24072,Mid-Low
3997,294,1,133.35000000000002,137.42538,Low
3998,4,3,162.29999999999998,481.77075,Mid-Low
3999,302,3,200.9466666666667,603.0582,Mid-Low
4000,2,1,190.19,193.65013,Low
4001,22,3,299.87,897.2523,Mid-High
4002,119,1,111.35,107.877205,Low
4003,11,8,90.75625,727.04755,Mid-High
4004,202,2,101.935,196.32597,Low
4005,313,2,301.045,600.85443,Mid-Low
4006,152,1,203.85999999999999,201.92522,Low
4007,46,3,81.36666666666666,255.15587,Low
4008,215,1,112.25,107.877205,Low
4009,62,8,139.97625,1164.435,Mid-High
4010,34,1,98.0,101.54128,Low
4011,13,1,256.32,250.86502,Low
4012,163,3,188.86666666666667,565.1268,Mid-Low
4013,75,2,76.03,153.7066,Low
4014,149,1,155.8,158.08684,Low
4015,180,2,56.099999999999994,102.64454,Low
4016,19,1,110.38,104.76524,Low
4017,11,1,191.67,190.49167,Low
4018,61,4,200.06,807.2261,Mid-High
4019,237,1,72.9,70.56797,Low
4020,364,1,243.28,241.8767,Low
4021,300,5,62.202,290.01163,Low
4022,49,2,205.8,421.4906,Mid-Low
4023,35,3,113.75999999999999,346.33832,Mid-Low
4024,78,1,1304.04,1278.7472,Mid-High
4025,2,15,247.53533333333334,3608.9033,High
4026,54,4,206.63,837.40857,Mid-High
4027,272,1,207.50000000000003,203.43822,Low
4028,2,7,423.2142857142857,2992.983,High
4029,363,1,244.08,246.3105,Low
4030,123,2,198.645,400.25394,Mid-Low
4031,35,2,106.27,213.27277,Low
4032,1,4,210.75,833.49963,Mid-High
4033,26,5,348.096,1737.4565,High
4034,124,2,204.18,408.00037,Mid-Low
4035,19,3,443.8566666666666,1347.7537,Mid-High
4036,42,2,352.125,725.67706,Mid-High
4037,128,2,72.895,145.87912,Low
4038,21,6,656.82,3708.9285,High
4039,150,1,99.14,101.050766,Low
4040,39,10,410.64400000000006,4175.432,High
4041,121,1,304.56,304.21854,Low
4042,223,2,74.78999999999999,154.70575,Low
4043,27,1,176.68,183.60838,Low
4044,137,1,358.56000000000006,356.6065,Mid-Low
4045,8,40,1390.894,55642.977,High
4046,62,3,160.73333333333332,479.96268,Mid-Low
4047,30,3,336.18,1017.7136,Mid-High
4048,58,11,185.43272727272728,2018.4823,High
4049,189,4,139.325,539.31,Mid-Low
4050,239,1,12.75,12.234056,Low
4051,56,1,111.68,108.36772,Low
4052,107,1,508.4599999999999,523.87244,Mid-Low
4053,161,1,73.78,70.56797,Low
4054,11,39,33.242051282051285,1297.2704,Mid-High
4055,132,1,102.83,103.34162,Low
4056,22,2,235.85,483.68585,Mid-Low
4057,28,14,187.32642857142858,2615.2424,High
4058,28,5,219.686,1108.9739,Mid-High
4059,362,1,123.07,121.28946,Low
4060,364,1,277.35,284.74832,Low
4061,156,2,114.1,224.14171,Low
4062,201,1,582.59,585.43823,Mid-Low
4063,232,1,136.04,137.42538,Low
4064,42,1,337.04,338.73077,Mid-Low
4065,15,3,246.92999999999998,728.7476,Mid-High
4066,5,13,345.29307692307697,4452.056,High
4067,362,1,353.19,354.6156,Mid-Low
4068,19,1,288.14,290.09546,Low
4069,355,1,300.91999999999996,302.15213,Low
4070,26,4,189.4275,764.0407,Mid-High
4071,156,3,270.48333333333335,808.64575,Mid-High
4072,135,1,152.68,153.49344,Low
4073,12,1,634.95,641.1953,Mid-Low
4074,46,1,20.8,20.65697,Low
4075,175,1,198.57,195.34416,Low
4076,2,7,28.731428571428573,228.4565,Low
4077,227,3,210.28,635.5495,Mid-Low
4078,215,2,46.675,94.88502,Low
4079,112,4,169.6225,693.3291,Mid-High
4080,272,1,76.1,71.521126,Low
4081,64,8,246.33374999999998,1915.2421,High
4082,27,2,191.03,378.19757,Mid-Low
4083,2,2,208.615,433.08,Mid-Low
4084,352,1,169.47,177.02481,Low
4085,37,1,139.97,137.9159,Low
4086,13,1,444.68,430.31354,Mid-Low
4087,60,9,235.13222222222223,2162.5999,High
4088,225,1,257.34,251.89325,Low
4089,247,1,174.8,180.56056,Low
4090,363,1,102.78999999999999,103.34162,Low
4091,145,2,93.645,192.30865,Low
4092,18,1,166.42,174.56306,Low
4093,22,5,296.712,1488.8326,Mid-High
4094,71,3,174.33333333333334,501.64606,Mid-Low
4095,98,2,61.07,131.44966,Low
4096,42,1,38.45,40.2566,Low
4097,26,1,668.11,674.6241,Mid-High
4098,143,2,194.89,394.59128,Mid-Low
4099,89,1,115.31,110.108574,Low
4100,32,1,121.1,121.779976,Low
4101,324,1,73.5,70.56797,Low
4102,55,1,97.97,101.54128,Low
4103,12,2,211.44,432.45895,Mid-Low
4104,26,3,243.46666666666667,722.9451,Mid-High
4105,22,3,135.20666666666668,417.88922,Mid-Low
4106,144,6,11.67,88.95335,Low
4107,9,2,178.60000000000002,348.93356,Mid-Low
4108,2,21,199.20904761904762,4191.241,High
4109,44,1,165.04999999999998,161.02321,Low
4110,15,3,186.50333333333333,563.32153,Mid-Low
4111,27,9,208.63333333333333,1839.3411,High
4112,35,1,189.4,191.49724,Low
4113,193,2,86.14500000000001,163.74745,Low
4114,349,1,74.4,70.56797,Low
4115,61,1,300.02,300.8133,Low
4116,30,9,657.8244444444445,5817.211,High
4117,278,1,363.65,359.2125,Mid-Low
4118,13,3,102.15333333333332,297.76123,Low
4119,12,10,211.94099999999997,2113.266,High
4120,163,3,240.17333333333332,716.3593,Mid-High
4121,123,2,407.0,758.38806,Mid-High
4122,77,11,177.19909090909093,1953.845,High
4123,65,1,318.0,317.548,Mid-Low
4124,30,1,396.33,414.6533,Mid-Low
4125,279,1,101.69999999999999,102.28008,Low
4126,16,5,407.334,2051.103,High
4127,248,2,226.5,471.0983,Mid-Low
4128,176,1,247.44,246.3105,Low
4129,104,12,323.1266666666667,3879.871,High
4130,364,1,489.6,491.53375,Mid-Low
4131,13,10,261.175,2658.5366,High
4132,24,10,237.767,2360.3047,High
4133,207,2,168.065,324.09402,Mid-Low
4134,35,4,912.9925,3625.8135,High
4135,9,2,615.75,1268.8671,Mid-High
4136,26,3,114.48333333333333,352.36768,Mid-Low
4137,16,1,703.37,680.33954,Mid-High
4138,6,1,90.47999999999999,95.84648,Low
4139,320,2,344.975,695.66156,Mid-High
4140,264,1,101.34,102.15791,Low
4141,88,2,2027.8599999999997,3974.848,High
4142,51,1,167.67000000000002,177.51532,Low
4143,29,10,850.642,8561.915,High
4144,83,4,526.63,2124.9292,High
4145,72,7,431.04285714285714,3036.4346,High
4146,303,2,290.02500000000003,579.4136,Mid-Low
4147,2,3,303.71666666666664,928.1702,Mid-High
4148,117,5,402.28000000000003,2077.1753,High
4149,117,1,168.31,177.02481,Low
4150,1,2,111.825,223.27786,Low
4151,1,57,4353.890526315789,248169.34,High
4152,27,1,754.64,759.24176,Mid-High
4153,28,1,113.48000000000002,112.33819,Low
4154,320,1,430.7,431.79196,Mid-Low
4155,244,1,271.0,276.71616,Low
4156,4,23,290.6286956521739,6638.498,High
4157,10,1,236.3,234.14291,Low
4158,2,2,176.345,335.0294,Mid-Low
4159,359,1,76.32000000000001,71.521126,Low
4160,280,1,220.1,221.07297,Low
4161,58,8,177.25375,1425.2952,Mid-High
4162,16,1,320.72,321.37384,Mid-Low
4163,1,26,217.45461538461538,5284.4717,High
4164,358,1,181.12,184.11188,Low
4165,204,1,111.15,107.877205,Low
4166,139,2,336.55,691.7506,Mid-High
4167,12,5,276.89,1357.6349,Mid-High
4168,14,2,294.71999999999997,590.8289,Mid-Low
4169,20,4,285.7475,1194.5382,Mid-High
4170,51,1,206.82999999999998,203.99463,Low
4171,9,3,116.24333333333334,345.63507,Mid-Low
4172,233,1,112.55000000000001,107.877205,Low
4173,5,3,353.13000000000005,1056.8057,Mid-High
4174,202,1,931.4999999999999,919.0458,Mid-High
4175,19,5,136.382,682.7925,Mid-High
4176,53,3,261.4433333333333,754.4508,Mid-High
4177,285,1,152.65,153.49344,Low
4178,8,6,1406.39,7457.698,High
4179,147,2,509.76,1010.84784,Mid-High
4180,107,2,500.08,994.43097,Mid-High
4181,21,11,241.52272727272728,2622.7175,High
4182,3,4,715.3875,2872.302,High
4183,131,2,80.17500000000001,155.64708,Low
4184,36,2,89.66999999999999,187.58081,Low
4185,41,3,204.02666666666664,604.08386,Mid-Low
4186,22,3,188.86,563.0001,Mid-Low
4187,125,2,326.675,654.4784,Mid-Low
4188,34,1,220.48999999999998,221.62938,Low
4189,65,3,123.87333333333333,388.11594,Mid-Low
4190,3,2,367.47,741.89166,Mid-High
4191,79,1,343.8,338.85947,Mid-Low
4192,291,1,530.15,518.602,Mid-Low
4193,47,2,319.03000000000003,637.6089,Mid-Low
4194,5,5,323.738,1627.9508,High
4195,27,1,399.65000000000003,448.32297,Mid-Low
4196,167,1,302.46000000000004,304.21854,Low
4197,13,3,461.62000000000006,1391.2379,Mid-High
4198,166,6,194.99,1179.4263,Mid-High
4199,51,1,202.65,200.85938,Low
4200,23,3,326.77,970.9076,Mid-High
4201,49,5,246.262,1237.8715,Mid-High
4202,5,20,378.084,7544.359,High
4203,77,4,526.71,2124.9292,High
4204,348,1,476.35,470.6234,Mid-Low
4205,21,6,223.57000000000002,1328.4291,Mid-High
4206,119,4,397.7025,1613.6699,High
4207,43,5,314.51800000000003,1584.4636,Mid-High
4208,50,5,306.604,1527.982,Mid-High
4209,14,1,382.8,390.80707,Mid-Low
4210,217,2,316.035,634.279,Mid-Low
4211,5,1,49.8,52.61189,Low
4212,239,1,304.25,304.21854,Low
4213,5,3,667.0133333333333,1997.6248,High
4214,68,2,545.12,1111.821,Mid-High
4215,182,2,142.23000000000002,278.36514,Low
4216,252,1,207.79999999999998,203.43822,Low
4217,62,1,957.97,964.39606,Mid-High
4218,155,1,243.76,241.8767,Low
4219,72,1,973.8399999999999,964.39606,Mid-High
4220,85,2,344.565,696.34674,Mid-High
4221,21,16,319.19437500000004,5040.468,High
4222,96,1,163.8,160.84529,Low
4223,190,3,465.66333333333336,1424.0931,Mid-High
4224,147,1,160.42000000000002,160.5327,Low
4225,61,3,664.5666666666667,2038.1554,High
4226,26,2,258.68,505.58243,Mid-Low
4227,19,1,139.10000000000002,134.96364,Low
4228,12,4,500.61,1998.0134,High
4229,16,5,120.01400000000001,579.2126,Mid-Low
4230,316,1,248.42,246.3105,Low
4231,227,1,232.48000000000002,225.53603,Low
4232,79,1,299.34000000000003,300.942,Low
4233,21,1,481.75,475.0498,Mid-Low
4234,19,2,310.875,612.3969,Mid-Low
4235,201,2,331.04,656.49677,Mid-Low
4236,33,9,203.04444444444445,1836.0009,High
4237,217,1,305.28000000000003,304.21854,Low
4238,12,5,208.32199999999997,1030.1301,Mid-High
4239,83,1,443.0,433.3773,Mid-Low
4240,30,13,454.2938461538461,5877.3105,High
4241,254,1,158.95000000000002,160.5327,Low
4242,11,11,470.8036363636364,5198.516,High
4243,34,11,475.27727272727276,5297.246,High
4244,208,1,93.75,98.76626,Low
4245,47,2,389.95,799.9236,Mid-High
4246,2,20,363.845,7308.4946,High
4247,19,6,415.0266666666667,2596.1355,High
4248,182,5,416.654,2069.749,High
4249,72,4,148.2425,583.7783,Mid-Low
4250,316,1,440.0,432.69217,Mid-Low
4251,62,3,598.8266666666667,1747.6482,High
4252,20,6,147.04,902.79974,Mid-High
4253,55,4,215.3375,856.1491,Mid-High
4254,209,5,312.322,1554.3591,Mid-High
4255,36,1,422.58,423.76767,Mid-Low
4256,40,16,122.221875,1933.1006,High
4257,62,4,558.1225000000001,2250.1567,High
4258,139,6,278.8016666666667,1644.5142,High
4259,14,2,298.05,592.2473,Mid-Low
4260,113,2,402.01,775.4065,Mid-High
4261,7,1,95.34,99.8014,Low
4262,300,1,349.27,354.23773,Mid-Low
4263,77,1,4314.72,4379.9336,High
4264,41,2,263.335,520.1046,Mid-Low
4265,79,1,103.3,103.96084,Low
4266,29,8,292.20375,2296.3281,High
4267,15,3,779.5333333333334,2373.8472,High
4268,163,6,440.53333333333336,2688.7349,High
4269,33,2,162.12,315.5143,Mid-Low
4270,130,1,149.48,153.49344,Low
4271,16,3,404.3866666666666,1246.238,Mid-High
4272,62,2,400.755,774.364,Mid-High
4273,124,1,25.5,30.536911,Low
4274,356,1,168.6,177.02481,Low
4275,28,2,141.575,281.72256,Low
4276,36,5,542.14,2779.3308,High
4277,86,2,76.5,152.76723,Low
4278,20,1,175.92,178.09882,Low
4279,34,1,335.86,338.73077,Mid-Low
4280,48,1,110.38,107.7175,Low
4281,64,1,173.9,181.05107,Low
4282,268,1,180.60000000000002,183.2977,Low
4283,171,1,80.82,75.274536,Low
4284,116,1,100.21000000000001,101.050766,Low
4285,6,14,118.80499999999999,1660.0223,High
4286,33,3,612.4266666666666,1807.286,High
